UID,Status,Group,Title,Price,Qty,Title_Issue
426650,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","BOE NT156WHM-N10 TN display HD 1366x768 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",73.83,,"BOE NT156WHM-N10 TN display HD (1366x768) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426652,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Fujitsu FUJ:CP565226-XX TN display HD 1366x768 Matte 60Hz Replacement Laptop LCD LED Screen Monitor",73.83,,"Fujitsu FUJ:CP565226-XX TN display HD (1366x768) matt 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426653,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","AU Optronics B156XW04 V.6 TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"AU Optronics B156XW04 V.6 TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426654,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Acer KL.15608.006 TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"Acer KL.15608.006 TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426656,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LG LP156WH3(TL)(S1) TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"LG LP156WH3 (TL)(S1) TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426657,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Samsung LTN156AT30 TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"Samsung LTN156AT30 TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426659,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","ChiMei N156BGE-L41 TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"Chi Mei N156BGE-L41 TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426660,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Innolux N156BGE-LB1 TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"Innolux N156BGE-LB1 TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426662,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Toshiba P000620130 TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"Toshiba P000620130 TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
426663,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Dell NJX5K TN display HD 1366x768 glossy 60Hz Replacement Laptop LCD LED Screen Monitor",72.76,,"Dell NJX5K TN display HD (1366x768) glossy 60Hz Replacement Laptop LCD LED Screen Display Monitor"
